APK tot;Bouwjaar;Brandstof;Carrosserie;Kenteken;Kilometerstand;Kosten p/m;Merk & Model;Motorinhoud;Opties;Prijs;SellersName;Transmissie;Uitvoering;Vermogen;adDate;description;location;saved;url;views;Centrale vergrendeling;USB;Airconditioning;Elektrische ramen;Lichtmetalen velgen;Metallic lak;Trekhaak;Cruise Control;Bluetooth;Radio;ABS;Airbags;Boordcomputer;Schuifdeur;/0;Datum van registratie;Parkeersensor;Alarm;Elektrische buitenspiegels;Topsnelheid;Startonderbreker;Traction-control;Mistlampen;Verwarmde buitenspiegels;Energielabel;Verbruik;Electronic Stability Program (ESP);Bekleding leder;APK;Navigatiesysteem;Climate control;4x4;Parkeerassistent;Parkeercamera;Open dak;Stoelverwarming;Isofix;Stuurwielverwarming;Emergency brake assist;Xenon verlichting;Garantie;Sportpakket;Sportstoelen;Adaptive Cruise Control;Elektrische stoelverstelling;Elektrische achterklep;Adaptieve lichten;Panoramadak;Keyless entry;Spraakbediening;Dodehoekdetectie
17 oktober 2020;2008;Diesel;Gesloten Wagen;58-VXB-2;280000;;Mercedes-benz VITO;2.987 cc;;9500;S. van Uitert;Automaat 5 versnellingen;3.0 CDI 120 AUT;204;17 mei '20, 14:50;Mooie goed onderhouden Vito 120 CDI limited Brabus uitvoering. Voor meer informatie of details kunt u contact opnemen. Onderhoudshistorie aanwezig;Almelo;14;https://link.marktplaats.nl/m1552156264;488;true;;true;true;true;true;true;true;true;true;;true;true;true;true;;true;true;true;;;;true;;;;true;true;;;;;;;;;;;true;;;true;;;;;;;;;
06 maart 2020;2009;Diesel;Gesloten Wagen;2-VBK-62;368995;;Mercedes-Benz Vito;2.148 cc;;3845;;Automaat 5 versnellingen;111 CDI 320 AUT, Airco, Cruise Control, Nette bus!;116;08 mei '20, 17:32;"Mercedes-Benz Vito 111 CDI 320 AUT, Airco, Cruise Control, Nette bus!

Carrosserievorm: Bestelauto
Transmissie: Automaat
Kleur: Blauw
Aandrijving: Achterwielaandrijving
Aantal cilinders: 4
Ledig gewicht: 1.730 kg
Laadvermogen: 1.060 kg
GVW: 2.940 kg
Wielbasis: 320 cm
Bekleding: Stof
Interieurkleur: Donkergrijs
Aantal zitplaatsen: 2
Brandstofverbruik in de stad: 11,9 l/100km (1 op 8,4)
Brandstofverbruik op de snelweg: 7,2 l/100km (1 op 13,9)
Aantal sleutels: 3
BTW: De getoonde prijs is exclusief BTW
BTW/marge: BTW verrekenbaar voor ondernemers
Motorrijtuigenbelasting: € 104 per kwartaal

Comfort & Interieur
Airco
Armsteun voor
Elektrische ramen voor
Radio CD-speler

Exterieur
Achterklep met ruit
Achterruitverwarming
Achterruitwisser
Buitenspiegels elektrisch verstelbaar
Centrale deurvergrendeling met afstandsbediening
Halogeen mistlampen
Trekhaak
Zijschuifdeur rechts

Veiligheid
ABS
Airbag bestuurder
Airbag passagier
Anti Blokkeer Systeem
Anti Slip Control
Cruise control
Electronic Stability Program
ESP
Startblokkering
Traction control

Overig
boordcomputer
nationale autopas
onderhoudsboekjes aanwezig
Tussenschot volledig


Nette en luxe Mercedes-Benz Vito 111 CDI 320 automaat. Deze Vito is voorzien van vele opties zoals airconditioning, cruise control, elektrische ramen, trekhaak, centrale deurvergrendeling, en nog veel meer. De bus is altijd netjes onderhouden, laatste onderhoudsbeurt was bij 357.458 km en de bus is APK-gekeurd t/m 6 maart 2020. Deze Mercedes-Benz Vito rijdt en schakelt goed!

Heeft u interesse in deze auto bel dan even om een afspraak te maken om de auto te komen bezichtigen en eventueel een proefrit te maken.

Autobedrijf Kerkri
Uitingstraat 34
5331EJ Kerkdriel
Tel: 06-40277402
E-mail: info@autobedrijfkerkri.nl";Kerkdriel;2;https://link.marktplaats.nl/m1548252659;184;true;;true;true;;;true;true;;true;true;true;true;true;true;01 april 2009;;;true;;true;true;true;;;11,24 km/l;true;;;;;;;;;;;;;;;;;;;;;;;;
08 januari 2021;2009;Diesel;Gesloten Wagen;6-VFK-15;278720;;Mercedes-Benz Vito;2.148 cc;;4599;;Handgeschakeld 6 versnellingen;;95;17 mei '20, 16:45;"Mercedes Vito 109 Cdi Dubbel Cabine LANG o.a : Clima airco , centraal vergrendeling, trekhaak ,deze auto verkeerd in nette staat Geen werkauto geweest, altijd zeer goed onderhouden rijd en schakeld...

Mercedes-Benz Vito

Carrosserievorm: Bestelbus dubbele cabine
Transmissie: 6 versnellingen, Handgeschakeld
Cabine: dubbel
Aantal cilinders: 4
Ledig gewicht: 1.910 kg
Aantal zitplaatsen: 6
Aantal sleutels: 1
BTW: De getoonde prijs is exclusief BTW
BTW/marge: BTW verrekenbaar voor ondernemers
Motorrijtuigenbelasting: € 115 per kwartaal

Opties en accessoires

Airconditioning
Alarmsysteem
Boordcomputer
Carkit
Centrale deurvergrendeling
Centrale deurvergrendeling afstandbediening
Elektrisch bedienbare ramen voor
Elektrisch verstelbare buitenspiegels
Getint glas
Metallic lak
Radio/CD speler
Regensensor
Stabiliteitsregeling (ESP)
Startonderbreking
Stuurbekrachtiging
Trekhaak


Mercedes Vito 109 Cdi Dubbel Cabine LANG o.a : Clima airco , centraal vergrendeling, trekhaak ,deze auto verkeerd in nette staat Geen werkauto geweest, altijd zeer goed onderhouden rijd en schakeld uitstekend zonder mankementen., met een kloppende N.A.P 2- Sleutels.

Staat op 4 goede banden!

Ons adres is :
Westerweiden 36
Postcode: 7961 EA, RUINERWOLD ( Drenthe)

Tel nummer info : 06 30 42 07 68
B.G.G : 06 10 27 75 83

TIP: Bel ons even voor u Vertrekt. Dit om een teleurstelling te voorkomen dat de
auto inmiddels verkocht of gereserveerd is,

Voor een afspraak buiten openingstijden bel ons, ook in de avond en weekend mogelijk.
Wij zijn een RDW erkend bedrijf en kunnen de voertuigen 24/7 zelf op naam zetten, hierdoor is een postkantoor overbodig en is het ook mogelijk om in de avond of in het weekend te komen.

Zoekwoorden : Sprinter Trafic Vivaro lt Crafter Transporter caddy kangoo fiorino bmw x5 530 Audi A6 A4 A3 Q5 Passat Touran sharan mercedets cls c 220 cdi c 270 cdi Dubbele cabine Iveco Vito 115 Vito 111 movano lt master patrol landcruiserHYUNDAI H100 H200 Trajet Accent Excel Elantra Santa fe Matrix Getz VOLKSWAGEN Taro T4 T5 Passat Golf Sharan Touran Vento Polo Jetta Caddy KIA Pride Rio Sorento Carnival Besta Pregio Shuma MERCEDES C E SPRINTERS VITO'S CHEROKEE JEEPS Suzuki Vitara Carry OPEL Astra Campo Vectra Zafira Combo Corsa Frontera Vivaro Chrysler Voyager Grand voyager gezocht gevraagd Mercedes Benz Viano Mercedes Benz Vito Mercedes Benz V-Klasse Mitsubishi Canter Mitsubishi L200 Mitsubishi L300 Mitsubishi L400 Mitsubishi Pajero Mitsubishi Space Runner Mitsubishi Space Wagon Nissan Kubistar Nissan Patrol Nissan Serena Nissan Trade Nissan Vanette Nissan Q bic Nissan Urvan Opel Campo Opel Combo Opel Frontera Opel Movano Opel Vivaro Peugeot Boxer Peugeot Expert Peugeot Partner Renault Express Renault Kangoo Renault Mascott Renault Master Renault Trafic Seat Alhambra Seat Inca Suzuki Carry Toyota Dyna Toyota Hi-ace Toyota Hilux Toyota Landcruiser Toyota Lite-ace Toyota Picnic Toyota Previa Volkswagen Caddy Volkswagen Sharan Volkswagen Touran Volkswagen Transporter Volkswagen LT H200 Mercedes Benz Viano Mercedes Benz Vito Mercedes Benz V-Klasse Mitsubishi Canter Mitsubishi

Autobedrijf Noord Westerweiden 36 7961EA RUINERWOLD Tel: 06-30420768 Mob: 06-10277583";Ruinerwold;7;https://link.marktplaats.nl/m1552214395;189;true;;true;true;;true;true;;;true;;;true;;true;27 oktober 2009;;true;true;;true;;;;;;true;;;;;;;;;;;;;;;;;;;;;;;;
07 februari 2021;2008;Diesel;Overige carrosserieën;74-GLF-8;261430;€ 367,07;Mercedes-Benz Vito;2.148 cc;;5250;;Handgeschakeld 6 versnellingen;109 CDI 320 Lang PERSONENVERVOER AIRCO;95;26 apr. '20, 08:57;"Mercedes-Benz Vito 109 CDI 320 Lang PERSONENVERVOER AIRCO

Carrosserievorm: Personenbus
Transmissie: 6 versnellingen, Handgeschakeld
Kleur: Wit
Aandrijving: Achterwielaandrijving
Bandenmaat: 205/65 R16
Aantal cilinders: 4
Ledig gewicht: 1.715 kg
Laadvermogen: 1.195 kg
GVW: 2.940 kg
Max. trekgewicht: 2.000 kg
Afmetingen (LxBxH): 475 x 191 x 188 cm
Wielbasis: 320 cm
Bekleding: Stof
Interieurkleur: Zwart
Aantal zitplaatsen: 8
Brandstofverbruik in de stad: 11,8 l/100km (1 op 8,5)
Brandstofverbruik op de snelweg: 7,4 l/100km (1 op 13,5)
CO2 uitstoot: 239 g/km
Aantal sleutels: 2 (2 handzenders)
BTW: De getoonde prijs is exclusief BTW
BTW/Marge: excl. BTW (bedrijven kunnen de BTW (ca. € 885) aftrekken)
Motorrijtuigenbelasting: € 476 - 507 per kwartaal

Comfort & Interieur
Airco
Elektrische ramen voor

Exterieur
Buitenspiegels elektrisch verstelbaar
Buitenspiegels verwarmbaar
Centrale deurvergrendeling met afstandsbediening
Halogeen mistlampen
Warmtewerend glas
Zijschuifdeur rechts

Veiligheid
ABS
Airbag bestuurder
Airbag passagier
Anti Blokkeer Systeem
Anti Slip Control
Electronic Stability Program
ESP
Startblokkering
Traction control

Overig
1e eigenaar
2 Sleutels
3e remlicht
6-versnellingen
Banden 90%
dealer onderhouden
nationale autopas
onderhoudsboekjes aanwezig
Recent banden vervangen
Rookvrij
zeer mooie en complete limousine


Een nette Mecedes benz vito 320 CDI Personenbus.
LANGE UITVOERING MET AIRCO.
3 stuks op voorraad.
Rdw teller rapport en onderhoud boekje aanwezig.
Apk feb. 2021
Prijs is ex btw.
Prima rijdende bus.
9 personen, bus 9 persoons, taxibus taxibusje personenvervoer,
Deze Mercedes-Benz Vito komt uit 2008, werd geleverd van 01-11-2006 tot 31-10-2010 en kostte toen € 52,687.-. Deze originele Nederlandse personenauto staat sinds 2008 op kenteken, is voorzien van een diesel motor, heeft een maximum vermogen van 70 kW (95 PK) en een cilinderinhoud van 2148 cc.

Het verbruik van deze personenauto is gemiddeld 9.00 liter per 100 km en hij weegt 1745 kg.
Deze auto staat rijklaar en kan gelijk mee.
Afleveringskosten gratis!
Betreft nederlands geleverde auto geen vage import.
Deze auto heeft geen distributie riem maar een ketting dus onderhoud vrij.
Voor onze garantie pakketten zie website.
Auto inruil mogelijk.
Te naam stellen ter plekke mogelijk.
Alle export faciliteiten ter plekke mogelijk.
Graag eerst bellen voor een bezichtiging 0570-651621
WhatsApp 06-22922091
Geen vaste openingstijden wij werken op afspraak.

tel 0622922091 0570651621 www.autohs.nl

Heeft U zelf een auto te koop? Wij kopen auto's. Auto aan ons verkopen = Direkt Geld Alles Goed, Gratis & Vandaag nog geregeld. Wat zijn uw voordelen bij ons: - Gratis vrijblijvende taxatie - Alles goed en gratis geregeld - U ontvangt een marktconforme prijs - Direkt geld & officiele rdw vrijwaring - U verkoopt de auto aan een Erkend Inkoop bedrijf - U hoeft de auto niet te adverteren - Geen vreemde mensen aan de deur enz. - Bij verkoop brengen wij U naar huis of naar het station.

Autobedrijf Hoog Stoevenbeld
schrijversweg 1
7428MD DEVENTER
Tel: 0570651621
E-mail: inkoop@autohs.nl";Deventer;2;https://link.marktplaats.nl/m1541893864;272;true;;true;true;;;;;;;true;true;;true;true;17 juli 2008;;;true;153 km/h;true;true;true;true;E;11,11 km/l;true;;;;;;;;;;;;;;;;;;;;;;;;
20 januari 2021;2008;Diesel;Overige carrosserieën;94-GLB-8;293497;€ 367,07;Mercedes-Benz Vito;2.148 cc;;5250;;Handgeschakeld 6 versnellingen;109 CDI 320 Lang PERSONENVERVOER AIRCO;95;26 apr. '20, 09:04;"Mercedes-Benz Vito 109 CDI 320 Lang PERSONENVERVOER AIRCO

Carrosserievorm: Personenbus
Transmissie: 6 versnellingen, Handgeschakeld
Kleur: Wit
Aandrijving: Achterwielaandrijving
Bandenmaat: 205/65 R16
Aantal cilinders: 4
Ledig gewicht: 1.715 kg
Laadvermogen: 1.195 kg
GVW: 2.940 kg
Max. trekgewicht: 2.000 kg
Afmetingen (LxBxH): 475 x 191 x 188 cm
Wielbasis: 320 cm
Aantal zitplaatsen: 8
Brandstofverbruik in de stad: 11,8 l/100km (1 op 8,5)
Brandstofverbruik op de snelweg: 7,4 l/100km (1 op 13,5)
CO2 uitstoot: 239 g/km
Aantal sleutels: 1 (1 handzender)
BTW: De getoonde prijs is exclusief BTW
BTW/Marge: excl. BTW (bedrijven kunnen de BTW (ca. € 885) aftrekken)
Motorrijtuigenbelasting: € 476 - 507 per kwartaal

Comfort & Interieur
Airco
Elektrische ramen voor

Exterieur
Buitenspiegels elektrisch verstelbaar
Buitenspiegels verwarmbaar
Centrale deurvergrendeling met afstandsbediening
Halogeen mistlampen
Warmtewerend glas
Zijschuifdeur rechts

Veiligheid
ABS
Airbag bestuurder
Airbag passagier
Anti Blokkeer Systeem
Anti Slip Control
Electronic Stability Program
ESP
Startblokkering
Traction control

Overig
3e remlicht
6-versnellingen
nationale autopas
onderhoudsboekjes aanwezig
signaal vergeten verlichting
zeer mooie en complete limousine


Een nette Mecedes benz vito 320 CDI Personenbus.
LANGE UITVOERING MET AIRCO.
3 stuks op voorraad.
Rdw teller rapport en onderhoud boekje aanwezig.
Apk Jan. 2021
Prijs is ex btw.
Prima rijdende bus.
9 personen, bus 9 persoons, taxibus taxibusje personenvervoer,
Deze Mercedes-Benz Vito komt uit 2008, werd geleverd van 01-11-2006 tot 31-10-2010 en kostte toen € 52,687.-. Deze originele Nederlandse personenauto staat sinds 2008 op kenteken, is voorzien van een diesel motor, heeft een maximum vermogen van 70 kW (95 PK) en een cilinderinhoud van 2148 cc.

Het verbruik van deze personenauto is gemiddeld 9.00 liter per 100 km.
Deze auto staat rijklaar en kan gelijk mee.
Afleveringskosten gratis!
Betreft nederlands geleverde auto geen vage import.
Deze auto heeft geen distributie riem maar een ketting dus onderhoud vrij.
Voor onze garantie pakketten zie website.
Auto inruil mogelijk.
Te naam stellen ter plekke mogelijk.
Alle export faciliteiten ter plekke mogelijk.
Graag eerst bellen voor een bezichtiging 0570-651621
WhatsApp 06-22922091
Geen vaste openingstijden wij werken op afspraak.

tel 0622922091 0570651621 www.autohs.nl

Heeft U zelf een auto te koop? Wij kopen auto's. Auto aan ons verkopen = Direkt Geld Alles Goed, Gratis & Vandaag nog geregeld. Wat zijn uw voordelen bij ons: - Gratis vrijblijvende taxatie - Alles goed en gratis geregeld - U ontvangt een marktconforme prijs - Direkt geld & officiele rdw vrijwaring - U verkoopt de auto aan een Erkend Inkoop bedrijf - U hoeft de auto niet te adverteren - Geen vreemde mensen aan de deur enz. - Bij verkoop brengen wij U naar huis of naar het station.

Autobedrijf Hoog Stoevenbeld
schrijversweg 1
7428MD DEVENTER
Tel: 0570651621
E-mail: inkoop@autohs.nl";Deventer;2;https://link.marktplaats.nl/m1541899182;302;true;;true;true;;;;;;;true;true;;true;true;15 juli 2008;;;true;153 km/h;true;true;true;true;E;11,11 km/l;true;;;;;;;;;;;;;;;;;;;;;;;;
10 juli 2020;2008;Diesel;Gesloten Wagen;3-VPF-07;225500;;Mercedes-benz MERCEDES-BENZ;2.148 cc;;8500;Yusuf Gecin;Handgeschakeld;.;116;17 mei '20, 17:34;Mag weg voor mooie prijs IVM nieuwe auto;Rotterdam;4;https://link.marktplaats.nl/m1552237619;187;true;true;true;true;true;true;true;;true;true;true;true;true;true;true;;true;;;;;;;;;;;true;;true;;;;;;true;;;true;;;true;;;;;;;;;
26 juni 2019;2010;Diesel;Veewagen;VV-280-X;369168;;Mercedes-Benz Vito;2.100 cc;;4840;;Handgeschakeld;111 CDI 320;116;18 mei '20, 04:08;"Mercedes-Benz Vito 111 CDI 320

Bijzonderheden:
APK VERLOPEN

INCLUSIEF NIEUWE APK €4940



Algemeen:
Voertuig type: Bedrijfswagen
Soort auto: Gesloten bestel
Soort kenteken: Grijs
BTW Aftrekbaar: Nee
Datum deel 1: 09-02-2010
Kilometerstand: 369168

Motor:
Aantal Cilinders: 4 cilinders
Motorinhoud: 2148 cc
Vermogen: 116 pk
Brandstof: Diesel

Transmissie:
Transmissie: Handmatig
Aangedreven wielen: 2
Aantal versnellingen: 5

Carrosserie:
Bouwjaar: 2010
Kleur: Zwart metallic
Aantal deuren: 5

Overig:
Gewicht: 1720 kg

Accessoires:

ABS
Airbag(s)
Airco
alle soorten auto's als inruil mogelijk
Bumpers en spiegels in carroserie kleur
Centr. deurvergrendeling
Elektrische ramen
Elektrische spiegels
garantie vanaf 50,00 euro p/m
Getint glas
hoofdst
Lichtmetalen velgen
Middenarmsteun
Start onderbreking
Stuurbekrachtiging
Traction control
Trekhaak
Verwarmde spiegel(s)
Warmtewerend glas
";Rotterdam;1;https://link.marktplaats.nl/m1552344677;49;true;;true;true;true;;true;;;;true;true;;;true;;;;;122 km/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2010;Diesel;Gesloten Wagen;1-VGZ-10;205878;;Mercedes-Benz Vito;2.148 cc;;5650;;Handgeschakeld 6 versnellingen;;95;18 mei '20, 05:57;"Mercedes-Benz Vito 109CDI

Algemene gegevens

Tellerstand: 205.878 km
Carrosserievorm: Bestelauto
Aantal deuren: 2
Brandstofsoort: Diesel
Bouwjaar: mrt 2010
Transmissie: 6 versnellingen, Handgeschakeld
Kleur: Wit
Interieurkleur: Zwart
Bekleding: Stof
Onderhoudsboekjes: Aanwezig (dealer onderhouden)

Technische gegevens

Motorinhoud: 2.148 cc
Aantal cilinders: 4
Vermogen: 70 kW (95 PK)
Wielbasis: 320 cm
Ledig gewicht: 1.690 kg
Laadvermogen: 810 kg
GVW: 2.500 kg

Functionaliteit

Aantal zitplaatsen: 3

Financiële gegevens

Motorrijtuigenbelasting: € 104 per kwartaal
BTW/Marge: excl. BTW
Oorspronkelijke cataloguswaarde: € 27.821

Exterieur
Buitenspiegels elektrisch verstelbaar
Treeplanken

Infotainment
Radiovoorbereiding

Interieur
Stuurbekrachtiging
Stuur verstelbaar
Tussenwand zonder ruit

Veiligheid
3e remlicht
ABS (anti blokkeer systeem)

Overige
Roetfilter


** Onderhoudshistory aanwezig Dealer onderhouden ,Wordt afgeleverd met nieuwe apk en kl beurt **geen afleveringskosten **,***Diverse Financiering mogelijkheden ***,Disclaimer; Fouten of verkoop voorbehouden .Onze Openingstijden zijn van maandag tot en met vrijdag van 08.00 uur tot 17.30 uur. Zaterdag van 08.00 uur tot 16.00 uur / s,avonds op afspraak mogelijk. Voor info telefoon 0252-621911 of kijk op onze website voor de huidige voorraad van zo,n 75 diverse bestelwagens ,Bestel,Pick-up,,Dubb-cab,Bakwagen en 15x diverse 9 Personenbus / Combi .Wij zijn aangesloten bij RDW . NAP . Pin
***Kijk ook eens bij onze aantrekkelijke Financial lease mogelijkheden***";Nieuw-Vennep;1;https://link.marktplaats.nl/m1552354410;40;;;;;;;;;;;true;;;;true;29 maart 2010;;;true;;;;;;;;;;Bij aflevering;;;;;;;;;;;;;;;;;;;;;;
17 april 2021;2010;Diesel;Gesloten Wagen;4-VHV-30;195421;;Mercedes-Benz Vito;2.148 cc;;5450;;Handgeschakeld 6 versnellingen;109 CDI 320 96PK Trekhaak 6-BAK;97;18 mei '20, 08:14;"Mercedes-Benz Vito 109 CDI 320 96PK Trekhaak 6-BAK

Algemene gegevens

Tellerstand: 195.421 km
Carrosserievorm: Bestelauto
Aantal deuren: 5
Brandstofsoort: Diesel
Bouwjaar: jul 2010
Transmissie: 6 versnellingen, Handgeschakeld

Technische gegevens

Motorinhoud: 2.148 cc
Aantal cilinders: 4
Vermogen: 71 kW (97 PK)
Wielbasis: 320 cm
Ledig gewicht: 1.690 kg
Laadvermogen: 1.080 kg
GVW: 2.770 kg
Verbruik: 9,6 l/100 km (1 op 10,4)

Functionaliteit

Aantal zitplaatsen: 3

Financiële gegevens

Motorrijtuigenbelasting: € 104 per kwartaal
BTW/Marge: excl. BTW
Oorspronkelijke cataloguswaarde: € 31.825

Exterieur
Achterklep met ruit
Achterruitverwarming
Achterruitwisser
Centrale deurvergrendeling met afstandsbediening
Mistlampen voor
Trekhaak
Zijschuifdeur rechts

Interieur
Elektrische ramen voor
Tussenschot laag

Veiligheid
Airbag bestuurder
Alarm klasse 1(startblokkering)
Anti Blokkeer Systeem
Anti doorSlip Regeling
Elektronisch Stabiliteits Programma


Zeer nette goed rijdende Mercedes-Benz Vito 109 CDI 320 96PK Trekhaak 6-BAK
1Ste Eigenaar
APK 17-04-2021
GEEN AFLEVERINGSKOSTEN !!!!!
Inruil mogelijk

Of u nu stadsritten maakt of langdurig op snelwegen bent, het rijden met de Mercedes-Benz Vito is steeds een genoegen. Het onderstel biedt comfort en sportiviteit, het interieur is ruim en weldadig en deze auto heeft alle systemen aan boord om uw ritten zo veilig mogelijk te maken. De auto is van het bouwjaar 2010 en is van de eerste eigenaar.

Met het bijgeleverde tellerrapport van Nationale Autopas weet u dat de kilometerstand van deze auto zuiver is. Om deze auto echt te ervaren, moet u beslist een proefrit maken. Mail ons nu of bel ons, dan maken we snel een afspraak.

HOOGSTEEN POSTMA AUTO’S
ROOILIJN 22
9231 DZ SURHUISTERVEEN
Geen afleverkosten !!!!!
Opening tijden maandag tot vrijdag van 9.00 tot 18.00
Zaterdag van 09.00 tot 17.00
Voor meer info bellen liever niet mailen Tel: 06-13060808
www.hoogsteenpostma.nl";Surhuisterveen;1;https://link.marktplaats.nl/m1552393326;39;true;;;true;;;true;;;;true;;;true;true;22 juli 2010;;true;;;true;true;true;;;10,42 km/l;true;;;;;;;;;;;;;;;;;;;;;;;;
07 maart 2021;2008;Diesel;Gesloten Wagen;17-VNT-1;268004;;Mercedes-Benz Vito;2.987 cc;;7950;;Automaat 5 versnellingen;120 CDI 320 Lang DC luxe NW. APK|TREKHAAK|NETTE AUTO|2E EIG.;204;18 mei '20, 08:25;"Autohuis Marchant
''Betrouwbaar & Betaalbaar''

Een krachtige Mercedes Benz Vito 120CDI. Deze auto is dubbel cabine uitgerust met 2 schuifdeuren ,stuurbekrachtiging, dakraam, airconditioning en centrale vergrendeling op afstand.

Bouwjaar: 2008
Tellerstand: 268.004 km
Aantal deuren: 6
Brandstofsoort: Diesel
Apk- Keuring: 07-03-2021
Transmissie: Automaat
Kleur: Zilver
Motorinhoud: 2987 cc
Vermogen: 150 kW (204 PK)
Aantal zitplaatsen: 5
BTW/Marge: Marge (bedrijven kunnen geen BTW aftrekken)


Opties en accessoires
Audio en telefonie:
Radio/cd-speler
Antenne
Audiovoorbereiding

Comfort en interieur
Elektrische ramen voor
Hoofdsteunen achter
In hoogte verstelbaar stuurwiel
Elektrisch verstelbare zijspiegels
Airconditioning

Exterieur
Bumpers in carrosserie kleur
Mistlampen achter
Mistlampen voor

Veiligheid
ABS
Achterruitverwarming
Airbag bestuurder
Airbag passagier
Centrale vergrendeling
Centrale vergrendeling op afstand
Gordelspanners
Koplamp in hoogte verstelbaar

Deze auto wordt in opdracht van een klant u aangeboden.


RDW ERKEND:
Uiteraard zijn wij aangesloten bij de RDW en beschikken wij over een erkenning.
Mede hierdoor kunt u uw auto bij ons inruilen en direct uw nieuwe aankopen op naam zetten.

BEREIK ONS:
Bent u geinteresseerd in deze occasion of wilt u uw auto verkopen?
U kunt gemakkelijk uw reactie plaatsen via Whatsapp of door te bellen naar 0648773352.
U kunt ons ook volgen via onze Facebook pagina ''Autohuis Marchant''.

Autohuis Marchant
Marchantstraat 102
7333 HL Apeldoorn
Telefoon: 0648773352";Apeldoorn;1;https://link.marktplaats.nl/m1552397903;48;true;;true;true;;true;true;true;;;true;;;true;true;29 februari 2008;;;true;;true;true;true;;;;true;;;;;;;;;;;;;;;;;;;;;;;;
11 december 2020;2007;Diesel;Overige carrosserieën;51-XN-LR;296751;€ 342,28;Mercedes-Benz Vito;2.148 cc;;4850;;Handgeschakeld 6 versnellingen;109 CDI 8 persoons,Marge;97;18 mei '20, 08:56;"Leuke goed rijdende Vito met 8 zitplaatsen.
Het is weliswaar geen nieuwe maar hij ziet er op een klein scheurtje in de ruit na prima uit.
De prijs is zo meenemen,er komt geen BTW meer bij omdat het een margevoertuig is.

Mercedes-Benz Vito 109 CDI 8 persoons,Marge

Onderscheidende opties
Alarm klasse 1(startblokkering)
Anti doorSlip Regeling
Buitenspiegels elektrisch verstelbaar
Centrale deurvergrendeling met afstandsbediening
Elektrische ramen voor
Elektronisch Stabiliteits Programma
Getint glas
Radio CD
Sidebars

Algemene gegevens

Tellerstand: 296.751 km
Carrosserievorm: Personenbus
Aantal deuren: 5
Brandstofsoort: Diesel
Bouwjaar: jul 2007
Transmissie: 6 versnellingen, Handgeschakeld
Kleur: Wit

Technische gegevens

Motorinhoud: 2.148 cc
Aantal cilinders: 4
Vermogen: 71 kW (97 PK)
Wielbasis: 320 cm
Ledig gewicht: 1.690 kg
Laadvermogen: 1.250 kg
GVW: 2.940 kg
Max. trekgewicht: 2.000 kg
Energielabel: F

Functionaliteit

Aantal zitplaatsen: 8
Afmetingen (LxBxH): 485 x 191 x 195 cm

Financiële gegevens

Motorrijtuigenbelasting: € 476 - 507 per kwartaal
BTW/Marge: Marge (Bedrijven kunnen geen BTW terugvorderen van de belasting)
Oorspronkelijke cataloguswaarde: € 40.312

Exterieur
Buitenspiegels elektrisch verstelbaar
Centrale deurvergrendeling met afstandsbediening
Getint glas
Warmtewerend glas
Zijschuifdeur rechts

Infotainment
Radio CD

Interieur
Elektrische ramen voor

Veiligheid
Airbag bestuurder
Airbag passagier
Alarm klasse 1(startblokkering)
Anti Blokkeer Systeem
Anti doorSlip Regeling
Elektronisch Stabiliteits Programma

Overige
Sidebars


Leuke goed rijdende Vito met 8 zitplaatsen.
Het is weliswaar geen nieuwe maar hij ziet er op een klein scheurtje in de ruit na prima uit.
De prijs is zo meenemen,er komt geen BTW meer bij omdat het een margevoertuig is.

*Bellen werkt het snelste aangezien wij de mail niet continue checken.

*Voor een uitgebreide fotoreportage bezoek onze site www.agooccasions.nl .

*EVENTUELE GENOEMDE GARANTIE IS ALS OPTIE AAN TE SCHAFFEN EN WORDT ONDERGEBRACHT BIJ ""AUTOTRUST""!*

*Bezichtiging en bezoek uitsluitend op afspraak.

*Bel even voordat u komt zodat er iemand aanwezig kan zijn om u te woord te staan.

*Inruilen altijd mogelijk, ook bijbetaling van onze kant is mogelijk.


Onze Gegevens:

Louis Pasteurweg 2
2408 AG Alphen aan den Rijn
Eric 06-55345995





Tot ziens bij A.G.O. Occasions.

**LET OP!! BEZICHTIGING OP AFSPRAAK!!!**";Alphen aan den Rijn;0;https://link.marktplaats.nl/m1552411425;87;true;;;true;;;;;;true;true;true;;true;true;24 juli 2007;;true;true;146 km/h;true;true;;;F;10,99 km/l;true;;;;;;;;;;;;;;;;;;;;;;;;
23 maart 2020;2009;Diesel;Gesloten Wagen;V-710-NG;229537;;Mercedes-Benz Vito;2.148 cc;;7750;;Handgeschakeld;115cdi;150;18 mei '20, 10:16;"Mercedes-Benz Vito 115cdi

Carrosserievorm: Bestelbus dubbele cabine
Kleur: Beige metallic
Cabine: dubbel
Aantal cilinders: 4
Ledig gewicht: 1.745 kg
Aantal zitplaatsen: 5
Aantal sleutels: 1
BTW/marge: BTW niet verrekenbaar voor ondernemers (margeregeling)
Motorrijtuigenbelasting: € 104 per kwartaal

Handelsonderneming Ambergen
Hengelosestraat 311
7521AD Enschede
Tel: 0653180988
E-mail: Gahambergen@home.nl";Enschede;2;https://link.marktplaats.nl/m1552447990;52;;;;;;true;;;;;;;;;true;16 april 2009;;;;122 km/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
